observableId	simulationConditionId	measurement	time	observableParameters	noiseParameters
pJAK2_au	-0.00711974112294784	5	model1_data10	init_EpoRJAK2;offset_pJAK2_shp1oe;scale_pJAK2_shp1oe;	sd_JAK2EpoR_au
pJAK2_au	-0.0330002601029253	10	model1_data10	init_EpoRJAK2;offset_pJAK2_shp1oe;scale_pJAK2_shp1oe;	sd_JAK2EpoR_au
pJAK2_au	-0.471857014727305	30	model1_data10	init_EpoRJAK2;offset_pJAK2_shp1oe;scale_pJAK2_shp1oe;	sd_JAK2EpoR_au
pJAK2_au	-0.916718843027124	60	model1_data10	init_EpoRJAK2;offset_pJAK2_shp1oe;scale_pJAK2_shp1oe;	sd_JAK2EpoR_au
pEpoR_au	-1.60852603357719	0	model1_data10	init_EpoRJAK2;offset_pEpoR_shp1oe;scale_pEpoR_shp1oe;	sd_JAK2EpoR_au
pEpoR_au	-0.372997586669645	5	model1_data10	init_EpoRJAK2;offset_pEpoR_shp1oe;scale_pEpoR_shp1oe;	sd_JAK2EpoR_au
pEpoR_au	-0.360552767215387	10	model1_data10	init_EpoRJAK2;offset_pEpoR_shp1oe;scale_pEpoR_shp1oe;	sd_JAK2EpoR_au
pEpoR_au	-0.79361285230212	30	model1_data10	init_EpoRJAK2;offset_pEpoR_shp1oe;scale_pEpoR_shp1oe;	sd_JAK2EpoR_au
pEpoR_au	-1.12280460709561	60	model1_data10	init_EpoRJAK2;offset_pEpoR_shp1oe;scale_pEpoR_shp1oe;	sd_JAK2EpoR_au
CIS_au	-1.29136238003949	0	model1_data10	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_shp1oe;scale_CIS_shp1oe;	sd_CIS_au
CIS_au	-1.36575532530064	5	model1_data10	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_shp1oe;scale_CIS_shp1oe;	sd_CIS_au
CIS_au	-1.33621136030855	10	model1_data10	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_shp1oe;scale_CIS_shp1oe;	sd_CIS_au
CIS_au	-0.802066858007184	30	model1_data10	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_shp1oe;scale_CIS_shp1oe;	sd_CIS_au
CIS_au	-0.125525224856652	60	model1_data10	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_shp1oe;scale_CIS_shp1oe;	sd_CIS_au
tSTAT5_au	0	0	model1_data10	init_STAT5;scale_tSTAT5_shp1oe;	sd_STAT5_au
tSTAT5_au	-0.161850819941071	5	model1_data10	init_STAT5;scale_tSTAT5_shp1oe;	sd_STAT5_au
tSTAT5_au	-0.122799350597748	10	model1_data10	init_STAT5;scale_tSTAT5_shp1oe;	sd_STAT5_au
tSTAT5_au	-0.107081308861295	30	model1_data10	init_STAT5;scale_tSTAT5_shp1oe;	sd_STAT5_au
tSTAT5_au	-0.205408691262973	60	model1_data10	init_STAT5;scale_tSTAT5_shp1oe;	sd_STAT5_au
pSTAT5_au	-1.30041229821685	0	model1_data10	init_STAT5;offset_pSTAT5_shp1oe;scale_pSTAT5_shp1oe;	sd_STAT5_au
pSTAT5_au	-0.325133226353001	5	model1_data10	init_STAT5;offset_pSTAT5_shp1oe;scale_pSTAT5_shp1oe;	sd_STAT5_au
pSTAT5_au	-0.235837625400684	10	model1_data10	init_STAT5;offset_pSTAT5_shp1oe;scale_pSTAT5_shp1oe;	sd_STAT5_au
pSTAT5_au	-0.376497032911532	30	model1_data10	init_STAT5;offset_pSTAT5_shp1oe;scale_pSTAT5_shp1oe;	sd_STAT5_au
pSTAT5_au	-0.626726874895457	60	model1_data10	init_STAT5;offset_pSTAT5_shp1oe;scale_pSTAT5_shp1oe;	sd_STAT5_au
tSHP1_au	-0.090176630349088	0	model1_data10	SHP1proOE;init_PTP;scale_SHP1_shp1oe;	sd_SHP1_au
tSHP1_au	-0.060384760093577	5	model1_data10	SHP1proOE;init_PTP;scale_SHP1_shp1oe;	sd_SHP1_au
tSHP1_au	0	10	model1_data10	SHP1proOE;init_PTP;scale_SHP1_shp1oe;	sd_SHP1_au
tSHP1_au	-0.0393097340099326	30	model1_data10	SHP1proOE;init_PTP;scale_SHP1_shp1oe;	sd_SHP1_au
tSHP1_au	-0.0886374870420665	60	model1_data10	SHP1proOE;init_PTP;scale_SHP1_shp1oe;	sd_SHP1_au
pJAK2_au	-0.299430382504188	7	model1_data11	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.119102070505252	7	model1_data11	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.0827212725402429	7	model1_data11	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pEpoR_au	0	7	model1_data11	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.172771143935636	7	model1_data11	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.0380216890725185	7	model1_data11	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.248277860056807	7	model1_data12	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.0985155397234748	7	model1_data12	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pJAK2_au	0	7	model1_data12	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.180471602444284	7	model1_data12	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.105061765027602	7	model1_data12	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.157768115543605	7	model1_data12	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.343064179435008	7	model1_data13	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.228849308218481	7	model1_data13	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.136304100612875	7	model1_data13	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.222019698046788	7	model1_data13	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.0934627066491743	7	model1_data13	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.474565070283669	7	model1_data13	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.811793009099371	7	model1_data14	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.781691276876262	7	model1_data14	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.646928080631851	7	model1_data14	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.88256043154405	7	model1_data14	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.568047927990819	7	model1_data14	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pEpoR_au	-0.746039822385934	7	model1_data14	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pJAK2_au	-1.39157660571618	7	model1_data15	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pJAK2_au	-1.34306417943501	7	model1_data15	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pJAK2_au	-1.0945127972698	7	model1_data15	init_EpoRJAK2;offset_pJAK2_dr7;scale_pJAK2_dr7;	sd_JAK2EpoR_au
pEpoR_au	-1.28246114098161	7	model1_data15	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pEpoR_au	-1.39768371212762	7	model1_data15	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pEpoR_au	-1.43372881631226	7	model1_data15	init_EpoRJAK2;offset_pEpoR_dr7;scale_pEpoR_dr7;	sd_JAK2EpoR_au
pJAK2_au	-0.0819757799957328	30	model1_data16	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.120320772071952	30	model1_data16	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.261136270779091	30	model1_data16	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.128318477259681	30	model1_data16	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.326278151210787	30	model1_data16	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.103818149583739	30	model1_data16	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.113690193172939	30	model1_data17	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.175458637702883	30	model1_data17	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.171682140150626	30	model1_data17	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.181901305332312	30	model1_data17	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.156347200859924	30	model1_data17	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.130261632545683	30	model1_data17	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pJAK2_au	0	30	model1_data18	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.103930355883783	30	model1_data18	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.121994355961519	30	model1_data18	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.144112744442912	30	model1_data18	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.162596150136926	30	model1_data18	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.144112744442912	30	model1_data18	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.139094772947034	30	model1_data19	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.18698925699461	30	model1_data19	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.202855660127165	30	model1_data19	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.216115405863414	30	model1_data19	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.181901305332312	30	model1_data19	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	0	30	model1_data19	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.418022824387006	30	model1_data20	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.6284205853207	30	model1_data20	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.641532357984827	30	model1_data20	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.465729270888671	30	model1_data20	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.317198493358868	30	model1_data20	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.197533128346116	30	model1_data20	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pJAK2_au	-1.04253373101593	30	model1_data21	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-1.15689621909463	30	model1_data21	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pJAK2_au	-0.963585288234083	30	model1_data21	init_EpoRJAK2;offset_pJAK2_dr30;scale_pJAK2_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.916273631137369	30	model1_data21	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.985806106567006	30	model1_data21	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pEpoR_au	-0.608162590314816	30	model1_data21	init_EpoRJAK2;offset_pEpoR_dr30;scale_pEpoR_dr30;	sd_JAK2EpoR_au
pSTAT5_au	-0.188797589031234	10	model1_data22	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.224513141297768	10	model1_data22	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.147724708366034	10	model1_data22	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.689399939600419	10	model1_data23	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-1.19606702748577	10	model1_data23	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.885623401281461	10	model1_data23	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	NaN	10	model1_data24	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	NaN	10	model1_data25	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.0729648233196127	10	model1_data26	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.154983280926324	10	model1_data26	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.0138800995600547	10	model1_data26	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.0838738925096115	10	model1_data27	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.139014773226451	10	model1_data27	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	0	10	model1_data27	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.405403283235218	10	model1_data28	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.712262822559923	10	model1_data28	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-0.560305243220961	10	model1_data28	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-2.02973966927433	10	model1_data29	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-2.37900622523081	10	model1_data29	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	-2.01789481340937	10	model1_data29	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	NaN	10	model1_data30	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	NaN	10	model1_data31	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	NaN	10	model1_data32	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
pSTAT5_au	NaN	10	model1_data33	init_STAT5;scale_pSTAT5_dr10;	sd_STAT5_au
CIS_au1	-0.101189713310361	90	model1_data34	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au1	-0.0131624690435264	90	model1_data34	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au1	-0.0424458042391401	90	model1_data34	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au2	-0.146870628424801	90	model1_data34	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au2	-0.21865525849734	90	model1_data34	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au2	-0.284032883719125	90	model1_data34	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au1	-0.136728067086745	90	model1_data35	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au1	-0.0525660854116676	90	model1_data35	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au1	0	90	model1_data35	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au2	0	90	model1_data35	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au2	-0.0704354164174596	90	model1_data35	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au2	-0.0397568096722145	90	model1_data35	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au1	-0.0128205051833118	90	model1_data36	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au1	-1.23840113633161e-05	90	model1_data36	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au1	-0.0687418159024206	90	model1_data36	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au2	-0.0226727235438288	90	model1_data36	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au2	-0.231658204932813	90	model1_data36	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au2	-0.0586294753254779	90	model1_data36	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au1	-0.289601874458826	90	model1_data37	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au1	-0.325318153754375	90	model1_data37	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au1	-0.344251828265026	90	model1_data37	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au2	-0.253555701135469	90	model1_data37	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au2	-0.393746583991171	90	model1_data37	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au2	-0.266015177085708	90	model1_data37	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au1	-1.38093403320306	90	model1_data38	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au1	-1.42293141918203	90	model1_data38	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au1	-1.40926124041088	90	model1_data38	CISHRNAeqm;CISeqm;init_STAT5;scale1_CIS_dr90;	sd_CIS_au
CIS_au2	-1.44033824750225	90	model1_data38	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au2	-1.34490959438506	90	model1_data38	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
CIS_au2	-1.38701974266468	90	model1_data38	CISHRNAeqm;CISeqm;init_STAT5;scale2_CIS_dr90;	sd_CIS_au
SOCS3RNA_au	1.38381536598043	0	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	1.21572566455757	10	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	1.11394335230684	20	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	0.863719295092669	30	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	0.951337518795918	40	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	0.684246747515312	50	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	0.76067373855426	60	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	0.867074461151772	80	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	0.725367062340431	100	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	0.753583058892907	120	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	0.680637631327201	140	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
SOCS3RNA_au	0.749478650487695	160	model1_data39	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_onlyActD;scale_SOCS3RNA_onlyActD;	sd_RNA
CishRNA_au	1.38620160540079	0	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	1.41830129131975	10	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	1.23720850502557	20	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	1.14197207590708	30	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	1.18939672583522	40	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	1.07554696139253	50	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	1.01058260844406	60	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	0.971894061628124	80	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	0.770852011642144	100	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	0.700126581535961	120	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	0.699837725867246	140	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
CishRNA_au	0.562689299428688	160	model1_data39	CISHRNAeqm;init_STAT5;offset_CishRNA_onlyActD;scale_CishRNA_onlyActD;	sd_RNA
SOCS3RNA_au	0	0	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	-0.0185066111527051	15	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.531002440265765	30	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.509219293176689	60	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.3912698213124	90	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.397875336451381	120	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.399211241811258	150	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.429114451136156	180	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.40287678343806	210	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.419930105327189	240	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.400143448328081	270	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.414857222719822	300	model1_data40	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
